time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6
71,1.21500516312392,-1.20358667173637,-1.70942103639119,-0.441184331041587,0.498996089485615,-0.139029606608647,-0.19365128533502,0.286828479777173,-0.266529416803297,0.0779070322685599,-0.023062619693478,0.366911730026637,-0.219138166371327,-0.0660884453447252,0.150717688319674,-0.190528582389264,0.214487737951019,0.0799959658614457
72,1.19448925973141,-1.17525295692345,-1.73532150588702,-0.434327946103632,0.49782139940874,-0.101939856452137,-0.217222185008679,0.279650431541292,-0.251487536525558,0.0594187407725055,0.0001640327058654,0.374857533749011,-0.252421897546776,-0.0777859827534588,0.150254554967422,-0.178675772272846,0.250158907049991,0.078470889062765
73,1.17144133114596,-1.14770136412577,-1.75971886005225,-0.429252491163954,0.499156440956603,-0.0640683275196192,-0.244376282495806,0.27112759174909,-0.236455538695222,0.0423761738365935,0.0272183377611175,0.382494842282982,-0.29076810827082,-0.0929855546882574,0.150486554888488,-0.161570887403401,0.291002423523118,0.0738058300218391
74,1.14547715279347,-1.1210845946808,-1.78261082252903,-0.425785722677772,0.503410407123919,-0.0254623340776065,-0.27563631571549,0.260888877811945,-0.221370273802137,0.027345157810047,0.0586331944683196,0.389487922392956,-0.334454798442796,-0.112084857333938,0.151285312071786,-0.138470265303149,0.337278529176616,0.0656145718642975
75,1.11615940975668,-1.09559428476229,-1.80398948182617,-0.423695756305889,0.51104649249701,0.013795792183171,-0.311534767029975,0.248528651817425,-0.206182553466902,0.0149452104777038,0.09494899867748,0.395477548919426,-0.383365571532207,-0.135363458826518,0.152500693574267,-0.109076581818655,0.388844073743511,0.0538327201344557
76,1.08299916406094,-1.07146368953007,-1.82384278933922,-0.422688367993032,0.522580160130021,0.0535882196832163,-0.352560012184412,0.233624037611399,-0.190859081322395,0.0057918342243816,0.136659020586246,0.400120740383611,-0.436689570216781,-0.162869785877734,0.15396716825336,-0.0737959365319437,0.444855435177055,0.0388611309567465
77,1.04546439099362,-1.04896801929439,-1.84215620214968,-0.422411328907578,0.538570282145362,0.0937657499190548,-0.399067036329348,0.215765032026591,-0.175383258412473,0.0004140770243597,0.18411979504559,0.403142334998925,-0.492516799786485,-0.194280106713005,0.155519666286422,-0.0339633386591542,0.503369669212911,0.0216499416867688
78,1.00299960719309,-1.02842102723784,-1.85891431346572,-0.422467948083868,0.559599188966987,0.134157341596834,-0.451143824970157,0.194599586364312,-0.15975401866108,-0.0008451881130843,0.237417876202981,0.404389150357535,-0.5473707456147,-0.228744168371833,0.157016127613735,0.0080506258905085,0.560884737748624,0.0036582416891861
79,0.955061154642022,-1.01016633272718,-1.8741022510968,-0.422440795088709,0.586237136908129,0.174584566554397,-0.508433045733432,0.169893478186572,-0.143982365733235,0.0020703823058734,0.296192624550777,0.403871582055152,-0.595812752943459,-0.264750915598577,0.158359394800203,0.0489432581919635,0.611950541896417,-0.0133576737078033
80,0.901171856007168,-0.994562191608679,-1.88770663397008,-0.421924494544201,0.618987541631901,0.214878870046867,-0.569928571031792,0.141600172191621,-0.128086173625663,0.0088539940327696,0.359434287842962,0.401775392143228,-0.630382941944674,-0.300073576992812,0.159508649100679,0.0848501201520524,0.649111690183279,-0.0277170619981115
81,0.840995268456033,-0.981959246012241,-1.89971598009265,-0.420563877473849,0.658212765612688,0.254897976641675,-0.633798769864067,0.109928660267765,-0.112084713235395,0.0188093271133177,0.425308652854103,0.398431757802572,-0.642243447848356,-0.331876355939752,0.160473130508834,0.111962759634182,0.663544788986253,-0.0382520829908528
82,0.774422761288787,-0.972672405940679,-1.91012063007601,-0.418091393351909,0.704047174312803,0.294537213316171,-0.697323397541036,0.0753890194436654,-0.0959947226795795,0.0308938255962211,0.491094303053217,0.394247325106375,-0.622812740484591,-0.357057355845167,0.161288832293313,0.12727354220525,0.6466795089419,-0.0446414738426714
83,0.701657063918498,-0.966950319801333,-1.91891241190573,-0.41435650759085,0.756313686097668,0.333732575058325,-0.757041918728294,0.0387911065593979,-0.0798292764855252,0.0438343223930402,0.553329824057389,0.389613546236209,-0.566269299426214,-0.372827720817551,0.161988263438641,0.129239757938632,0.592687102657641,-0.0474749708254673
84,0.623267871634296,-0.964948123967691,-1.92608433680948,-0.409340661356581,0.814468084206066,0.372454969574846,-0.809165089997628,0.0011787187261712,-0.0635994086267218,0.0562948979173047,0.608223008076762,0.384826394424692,-0.472120967571543,-0.377384453880485,0.162577774893278,0.118135018168937,0.501040930502517,-0.0479923175561447
