joint,RMSE,MAE,Bias(FMU-Real),Real_Mean,Real_Std,NRMSE_over_std,Min_Error,Max_Error
1,5.2684779523659255,2.8813940722103673,0.08531059276877509,-0.14824553368748533,8.820733837919176,0.5972834061855655,-18.9168851756721,20.677086717312697
2,4.014251082662972,2.871470186211999,-2.5292670493072342,26.987199454822505,27.580033620585123,0.1455491729176601,-12.681187477694294,3.2062927663491596
3,2.684089425081073,2.6055605381238136,-2.33658085254837,40.095042180962274,1.1810520572353527,2.2726258392804937,-4.463887900218403,2.981721314661904
4,0.3683839111831528,0.289749383540787,-0.08783716996702358,1.2933315354591797,0.3059172178701985,1.204194757469533,-1.34042767004819,0.530383164755579
5,0.6495623103763113,0.3663007319770914,-0.00887677957315244,-0.04436366188757846,0.6186351207428282,1.0499926168859515,-2.7523030626469334,1.9990846059629337
6,0.2743787397415221,0.12444954683136,-0.023903320570256074,0.007418744988671569,0.2667031658250017,1.028779459231381,-1.079757910683321,1.1409547671900493
