"time","x_des","y_des","z_des","roll_des","pitch_des","yaw_des","kp","kd","q1","q2","q3","q4","q5","q6","dq1","dq2","dq3","dq4","dq5","dq6","ee_x","ee_y","ee_z","ee_roll","ee_pitch","ee_yaw","tau1","tau2","tau3","tau4","tau5","tau6"
0.1,0.5,0,0.5,0,0,0,10,2,0.06918759284144076,0.003225558483145482,0.1630440224608345,-1.071971379129551,0.3988636249019228,0.6432107981880968,0.6234600394068786,-0.03081719381263004,2,-2,2,2,1.508895237810462,-0.1153771703555728,-0.08224408661170235,-0.2542806796516274,0.2116398089140073,1.252901655971835,0.7861733146896617,-1.919495152417527,11.78711958068227,-16.00690933035694,3.388954467114274,1.564074198168779
0.11,0.5,0,0.5,0,0,0,10,2,0.07509504099764683,0.002733579077223931,0.1864866203729494,-1.158285983464477,0.430022404236201,0.6702810454013591,0.590744815620607,-0.04919794059215511,2,-2,2,2,1.495091064831905,-0.1108827363745782,-0.07695123361040737,-0.267734923210536,0.2377786655296628,1.209361460739556,0.8361812891649234,-1.874020648381804,11.60725580975523,-15.2719880118738,3.186120746255211,1.168873587079721
0.12,0.5,0,0.5,0,0,0,10,2,0.0806894696948913,0.00206554559361165,0.2098406493008222,-1.240770859649314,0.4599454252437506,0.6937412116846051,0.5594428697244465,-0.06680334836122817,2,-2,2,2,1.481280965381559,-0.106839951145952,-0.07067428820966831,-0.2806145166276989,0.2634699122596172,1.165939853828216,0.8858414166227662,-1.820618344138909,11.42302829801145,-14.58426846163492,2.994365266482808,0.8207996782400722
0.13,0.5,0,0.5,0,0,0,10,2,0.08598680734801417,0.00123036673349625,0.2331049990829878,-1.319718040420831,0.4886971291609665,0.714019764339857,0.5297337653122872,-0.08351788601153998,2,-2,2,2,1.467547381282141,-0.1032144845951591,-0.06355900898024607,-0.2931402712164637,0.2886333320657451,1.122799114660337,0.9341250118807554,-1.76057417361176,11.23462159730491,-13.93836098470001,2.812561720197856,0.5136258058179779
0.14,0.5,0,0.5,0,0,0,10,2,0.09100348905948913,0.000237937307837477,0.2562786814775614,-1.395388966015315,0.5163368322572204,0.7314886368258681,0.5016681711474954,-0.0992429425658773,2,-2,2,1.746887248601104,1.453951214214723,-0.09997208548755744,-0.05573541760272822,-0.3054910452243881,0.3131973783279906,1.080050261115953,0.9805040090833359,-1.695076935227996,11.04236534419293,-13.32969086090801,2.63984126316461,0.2419843251414004
0.15,0.5,0,0.5,0,0,0,10,2,0.09575574378449914,-0.0009010190160076003,0.279360849196102,-1.468018224710703,0.5429196922993983,0.749002321360685,0.4752254725010006,-0.1138956323845077,2,-2,2,1.751368453481695,1.440536206938772,-0.09707998078755728,-0.04731858831665857,-0.3164480689342685,0.3349179219217847,1.038215614853337,1.024742073549403,-1.625210797334986,10.8466500656261,-12.75434060132553,2.475520826595291,0.5074824664274362
0.16,0.5,0,0.5,0,0,0,10,2,0.1002594010198977,-0.00217514318980599,0.3023514799693117,-1.537795257554094,0.5685049622163967,0.7640532758775869,0.4503657235398592,-0.1274124173798389,2,-2,2,1.505095451690188,1.427336881098858,-0.09450762604599772,-0.03840735495756913,-0.3274239630081258,0.3562224568947554,0.9969742068614476,1.066861116546423,-1.552328217473179,10.64998886214437,-12.20463537682486,2.32056138366473,0.2645292679860534
0.17,0.5,0,0.5,0,0,0,10,2,0.1045293762964699,-0.003572501077142891,0.3252498685041794,-1.604914205541199,0.5931384147986329,0.7794233084547566,0.4269975276572144,-0.1397357887336901,2,-2,2,1.537003257716978,1.414371990297461,-0.0922265572557609,-0.02909131563100029,-0.3369687421020918,0.3749839718940533,0.9569186743532586,1.106719505951764,-1.476747997975437,10.4502244315867,-11.68276790208532,2.172415022021937,0.5493135441072474
0.18,0.5,0,0.5,0,0,0,10,2,0.1085798086734689,-0.005080740403182984,0.3480560686779698,-1.669530033407298,0.616869156249288,0.7923660184814175,0.4050432376999059,-0.1508239326040093,2,-2,2,1.294271002666094,1.401656070089101,-0.09021090575676918,-0.01944655828878283,-0.3468318743468213,0.393659648764366,0.9175022522487529,1.144494940480048,-1.399525822760498,10.24966911553356,-11.18206668078079,2.031872892930634,0.2813193514299361
0.19,0.5,0,0.5,0,0,0,10,2,0.1124238392324427,-0.006687150870686062,0.3707695028459463,-1.731806425818973,0.6397356541951562,0.8058829299254358,0.3844030558973713,-0.1606410467503078,2,-2,2,1.351691144401822,1.389191919049641,-0.08843720575923884,-0.009541433193807347,-0.3551895524851146,0.4100167085259932,0.879467959540508,1.180179925829138,-1.320966386289129,10.04632835894939,-10.70534535425879,1.896935711537083,0.5869904329007603
0.2,0.5,0,0.5,0,0,0,10,2,0.1160738283176784,-0.008378790757375127,0.3933903440458316,-1.791870423600651,0.6617791750971046,0.8169794942491709,0.3649989085235745,-0.1691639886689065,2,-2,2,1.109656432373514,1.376981763536274,-0.08688423432286983,0.0005667045940886684,-0.3641591764313152,0.4265315694434973,0.8420340009366392,1.213979050570387,-1.24188168953823,9.842491511155682,-10.24625391928506,1.768272777167603,0.2932222676596825
0.21,0.5,0,0.5,0,0,0,10,2,0.1195412589056042,-0.01014254900841398,0.4159181729106049,-1.849861130288673,0.6830331565759011,0.8288906526545571,0.3467430587925847,-0.1763758251038848,2,-2,2,1.191115840538609,1.36501870265481,-0.08553308615484492,0.01082678879874786,-0.3715159185080476,0.4408949853388212,0.8061351612910927,1.245934238628783,-1.162584068128162,9.636288518550185,-9.80810362644695,1.644430402482902,0.6213254211764907
0.22,0.5,0,0.5,0,0,0,10,2,0.122836923462015,-0.01196524045693857,0.4383532931416017,-1.905882911541099,0.7035325558757586,0.8383636953260979,0.3295664556410751,-0.1822691448524596,2,-2,2,0.9473042671540838,1.353297635601087,-0.08436651937341998,0.02119635190288252,-0.3797726775212432,0.4555912192304072,0.7707411383391676,1.276222736879971,-1.083638763627008,9.429926530086174,-9.384758119410694,1.525810331539198,0.3009415330969798
0.23,0.5,0,0.5,0,0,0,10,2,0.1259708977418742,-0.01383367267177251,0.4606954508488262,-1.960055010371105,0.7233073840619537,0.8488807060951076,0.3133974279859176,-0.1868432214833934,2,-2,1.977482818619518,1.051701076900973,1.341806008468292,-0.08336945301376636,0.03163801096513721,-0.3862785437584499,0.4682618511682582,0.7370130210224988,1.304910189020684,-1.00539158977703,9.221646646742776,-8.979940793961902,1.411521385173572,0.6529916484516594
0.24,0.5,0,0.5,0,0,0,10,2,0.1289526596277592,-0.01573470952723629,0.4829450752801943,-2.012463312382073,0.7423872997148802,0.8569200502982903,0.2981761885885059,-0.1901036855463787,2,-2,1.907991565292646,0.8039344203182801,1.330534586392645,-0.08252787012827169,0.04212082267361797,-0.3939671308446524,0.4813868225097526,0.7036562766973955,1.332129500922285,-0.9281630239325083,9.013535601799378,-8.587645651206291,1.346615826473898,0.3050461193039564
0.25,0.5,0,0.5,0,0,0,10,2,0.1317911196889743,-0.01765534568442371,0.5051020728881426,-2.063210988599734,0.7608000311103161,0.8662248597135916,0.2838460061215075,-0.1920636157187423,2,-2,1.841273139543601,0.9304809415301358,1.319467756602487,-0.08182979538549702,0.0526180221571384,-0.3997385886996419,0.4925833788106052,0.6720875424619022,1.357965040745602,-0.8523582846117623,8.803945504997664,-8.211948812899202,1.379707077475278,0.6825497941993754
0.26,0.5,0,0.5,0,0,0,10,2,0.1344946613195776,-0.01958273858449947,0.5271669850925311,-2.112368791581777,0.7785706034215518,0.8729930244498268,0.270354163060329,-0.1927392900075757,2,-2,1.77705723112357,0.6768164736235167,1.308594177795756,-0.08126376399105345,0.06310738414543288,-0.4069706639676087,0.5043145698239128,0.6407314405041191,1.382501793713702,-0.7780571152347817,8.59481702665105,-7.846908119098662,1.410841360730084,0.3059947061341717
0.27,0.5,0,0.5,0,0,0,10,2,0.1370712275539952,-0.02150429328008719,0.5491398675699293,-2.160026861361759,0.7957252911593802,0.8812429539227017,0.2576566234417625,-0.1921554695587715,2,-2,1.715468773782833,0.8249929472874807,1.297896830351931,-0.08082029540053776,0.07357024338055732,-0.4120936703107018,0.5141955789280032,0.6112851492548108,1.405844206083525,-0.7057482105097761,8.38462014061594,-7.496911916645489,1.440883766115457,0.7104699059794339
0.28,0.5,0,0.5,0,0,0,10,2,0.1395282814278808,-0.02340766306807883,0.5710213570967826,-2.206243486475274,0.8122849248558514,0.8868796776203994,0.2457053873885614,-0.1903369787991647,2,-2,1.655963369647113,0.5636723697697738,1.287363542980447,-0.08048992617458553,0.08399081415965431,-0.4189513998884649,0.5246600100923305,0.5818758826743836,1.428030247848826,-0.6352751259049609,8.175131651914858,-7.156027338860778,1.468569770794059,0.3041551849073363
0.29,0.5,0,0.5,0,0,0,10,2,0.1418729516379354,-0.02528084710905106,0.5928116451227029,-2.251098221022776,0.828274938235259,0.8942115742521876,0.2344670210054565,-0.1873184040972225,2,-2,1.599001337940764,0.7331896631788141,1.276976934571598,-0.08026517738317028,0.09435650509120171,-0.4234850904286476,0.5333407238939317,0.5545027924583182,1.449187012322492,-0.567231417061027,7.964949664299242,-6.828928514246794,1.495973309868888,0.7371491627703319
0.3,0.5,0,0.5,0,0,0,10,2,0.1441119152158481,-0.02711215996045227,0.6145114462690654,-2.294639019312852,0.843712259918097,0.8988375319398829,0.2238963577912664,-0.183131285140121,2,-2,1.543732168283797,0.4625957687695372,1.266724799646517,-0.08013815069610696,0.1046561514466175,-0.4300251719051163,0.5426297372460278,0.5269798388884271,1.469307623359967,-0.5012288330970895,7.755674368725927,-6.509646076231359,1.520541342327407,0.2998202611670968
0.31,0.5,0,0.5,0,0,0,10,2,0.1462516043422889,-0.02889034410383008,0.6361210740172818,-2.336936821189027,0.8586219466765429,0.9053711871550707,0.2139689126440797,-0.1778184143377809,2,-2,1.490968675844599,0.653365521518782,1.256590052163856,-0.08010297808345622,0.1148816287035895,-0.4340059341050648,0.5501948749423852,0.5016264685918773,1.488543964628364,-0.4379842482954475,7.546043514143491,-6.203124028498983,1.545655761672474,0.7629263515493108
0.32,0.5,0,0.5,0,0,0,10,2,0.1482980143289123,-0.0306045086466509,0.6576413041336896,-2.378030948980937,0.8730172261124663,0.9090910376645271,0.2046409986623459,-0.1714164542820823,2,-2,1.439527943592344,0.3719850509456404,1.246560942696684,-0.08015298494761049,0.1250249590566948,-0.4402638660175626,0.5583751893975846,0.4759287312083021,1.506846679777096,-0.3768815949555149,7.337471336295977,-5.9033172485851,1.567388994192632,0.29321991532327
0.33,0.5,0,0.5,0,0,0,10,2,0.1502569727403355,-0.03224425855930132,0.6790725591840827,-2.417985324529814,0.8869231379143212,0.9149319982671008,0.1958958411423194,-0.1639749912650419,2,-2,1.390591180185489,0.5840960602573649,1.236621088617709,-0.08028360588856437,0.1350812231581503,-0.443709548316056,0.564888382991488,0.4525418792437994,1.524393790314755,-0.3187766564107153,7.128846688604469,-5.615431626304085,1.590516020677872,0.7880936888917573
0.34,0.5,0,0.5,0,0,0,10,2,0.1521338758511243,-0.03379960281306314,0.7004156609546858,-2.456832001847005,0.9003493539828652,0.9178368736661333,0.1876903110788756,-0.1555344253761818,2,-2,1.342621606854396,0.2904875399032535,1.226759494091595,-0.08048912343009081,0.1450445107596695,-0.4497039257508111,0.5720102316476409,0.4286109098224056,1.541095723497555,-0.2628291371584175,6.921390930618017,-5.333311988909067,1.609660695279985,0.2845313580887416
0.35,0.5,0,0.5,0,0,0,10,2,0.1539340200601255,-0.03526110183091842,0.721671129451002,-2.49462918323625,0.9133211832268999,0.9230787476702521,0.1800144209001251,-0.1461499017855285,2,-2,1.297182924403472,0.5241874004118839,1.216960730502379,-0.08076603081451747,0.1549121263127629,-0.4526179824114224,0.5775209122283569,0.4071397944885499,1.557157244203048,-0.2100466566870265,6.714154640395268,-5.062424059959081,1.631062875929183,0.8129065060200127
0.36,0.5,0,0.5,0,0,0,10,2,0.1556622699600847,-0.03661974533382315,0.7428398192486624,-2.531402749851996,0.9258448556054036,0.9252482776878223,0.1728249899959191,-0.1358643502904728,2,-2,1.252367237850368,0.21695300175701,1.207214733026688,-0.08110935880873474,0.1646793625353506,-0.4583546536841708,0.5836239348767002,0.3849210649804017,1.572450677817779,-0.1593679693703806,6.508161217931953,-4.79647215168449,1.647835709735818,0.273886999551586
0.37,0.5,0,0.5,0,0,0,10,2,0.1573234510998142,-0.03786711923889128,0.7639223376221268,-2.567206246375339,0.9379461823859299,0.9299746197144262,0.1661181139729429,-0.1247373905068127,2,-2,1.210132678052624,0.4726342026603939,1.19750717798904,-0.08151646488603852,0.1743449922308911,-0.4607300780619795,0.5881722626381111,0.3653178991725394,1.587207561345134,-0.1119630513811046,6.302632289389603,-4.541184201202654,1.667742953692493,0.8375912203965192
0.38,0.5,0,0.5,0,0,0,10,2,0.1589219527322217,-0.03899525350018075,0.7849195606634948,-2.602060263835011,0.949628049417591,0.9314785684800276,0.159850163240753,-0.1128134261289471,2,-2,1.168186703166123,0.1503948765601462,1.187829035424966,-0.08198296344482195,0.1839048518881491,-0.4662060437895752,0.593289692848999,0.3447608014579878,1.601264100336839,-0.06655278875246146,6.098389716170729,-4.290096541865989,1.682336608689972,0.2613808541608158
0.39,0.5,0,0.5,0,0,0,10,2,0.1604621803259995,-0.03999680944718207,0.8058321741967593,-2.636014562846317,0.9609169639127549,0.9357644155601343,0.1540227593777812,-0.1001555947001321,2,-2,1.128891449516392,0.4285847080106672,1.178167175014648,-0.08250691998404126,0.1933586089289076,-0.4680289850876238,0.5969100096113086,0.3269803777854899,1.61487822442997,-0.02447789806056477,5.894833935495612,-4.04920499165414,1.700951143394824,0.8623519305894696
0.4,0.5,0,0.5,0,0,0,10,2,0.1619480959715234,-0.04086489792930025,0.8266610664305932,-2.669085157846935,0.9718125594007463,0.9366639957742255,0.1485915645523883,-0.08680884821181746,2,-2,1.089559548799135,0.08995802140912451,1.168513661608575,-0.08308440184919436,0.2027021499523853,-0.4732359539721924,0.601071580329782,0.3080374393993792,1.627851887474954,0.01575561041398868,5.692583004598434,-3.811852808269211,1.713538339976385,0.2470737235431659
0.41,0.5,0,0.5,0,0,0,10,2,0.1633837286372071,-0.04159328787630613,0.8474069943430694,-2.701318748491532,0.9823422020867489,0.9405771134637163,0.143563266568373,-0.07283899470058837,2,-2,1.052964268600263,0.391311768949079,1.158856607721622,-0.08371405594774417,0.211935609579916,-0.4744889425826978,0.6037947594995303,0.292036141284298,1.640468768177974,0.05262977044816212,5.491222241778191,-3.584311794653114,1.73103855666906,0.8873759104319422
0.42,0.5,0,0.5,0,0,0,10,2,0.1647726551051593,-0.04217619508485904,0.8680708505715271,-2.732727351031562,0.992502364878276,0.9409260335115528,0.1388926467952221,-0.05829072085529036,2,-2,1.016016279152705,0.03489200478364923,1.149189207777835,-0.08439229796770155,0.221054564540262,-0.4794164809478819,0.6070286574852171,0.2746618138302002,1.652498329334123,0.08785046218747458,5.291164843908129,-3.359708892999715,1.741775220780919,0.2309974231415194
0.43,0.5,0,0.5,0,0,0,10,2,0.1661185657569657,-0.04260851259919116,0.8886534569953781,-2.763355206623231,1.00232141134675,0.944527923663211,0.1345910651806412,-0.04323175143321274,2,-2,0.9819046468473568,0.3601890151658259,1.139500842388715,-0.08511825271458281,0.2300593073832164,-0.4800812094307902,0.6088836433509828,0.2603963560818523,1.664249202542746,0.1197175879567538,5.092185324707314,-3.144601814080112,1.758318719623171,0.9128382253970847
0.44,0.5,0,0.5,0,0,0,10,2,0.1674246887760032,-0.04288557050994177,0.9091557045066302,-2.793210803165274,1.011792748668736,0.9443732155344762,0.1306123019037483,-0.02770579107506084,2,-2,0.9471337321986674,-0.01547081287348645,1.129785856594967,-0.08588859976530594,0.2389448532785563,-0.4847194389819502,0.611217769128832,0.2445456398218604,1.675460010111435,0.1501458882785719,4.89449212171791,-2.931879368003733,1.767346433106068,0.2131582492284748
0.45,0.5,0,0.5,0,0,0,10,2,0.1686944091964319,-0.04300338859602052,0.9295784745774641,-2.822336428661599,1.020945855188271,0.9497199301867646,0.1269720420428677,-0.01178180860787455,2,-2,0.9153106519535033,0.5346714652288438,1.120034909032258,-0.08670285654652894,0.2477114391684242,-0.4824014015917524,0.6117714088329566,0.2333377448427111,1.686463476107142,0.1772496500708361,4.698051500884768,-2.728396503092893,1.783072478562302,0.938905641900608
0.46,0.5,0,0.5,0,0,0,10,2,0.1699304976118533,-0.04295833343861018,0.9499226366598217,-2.850727815148375,1.02976038557133,0.9469778252681997,0.1236088415421453,0.0045055157410346,2,-2,0.8814530383059282,-0.2742104918564914,1.1102445724053,-0.08755721319922687,0.2563517839763583,-0.4892642130928694,0.6137207059401624,0.2175299884073775,1.696898249057348,0.2037199370855693,4.502822406531909,-2.52486122282395,1.788363145130939,-0.2182344882362777
0.47,0.5,0,0.5,0,0,0,10,2,0.1711362742949912,-0.0428774928526792,0.9701891578810976,-2.878445748416482,1.038289647116102,0.9542533082102014,0.1205776683137862,0.008084058593097883,2,-2,0.8529261544771573,0.727548294200163,1.100438417153412,-0.08844718990294001,0.2647538742958667,-0.4838163833982778,0.6131709275366997,0.2093500040918424,1.707366281979132,0.2257200716711025,4.309104552401541,-2.33438387076414,1.807906987003605,1.391441725463409
0.48,0.5,0,0.5,0,0,0,10,2,0.172313974439458,-0.04275459144031486,0.9903789746466637,-2.905463442854385,1.046486809488844,0.9488264961843934,0.117770014446683,0.01229014123643467,2,-2,0.8197162372742108,-0.542681202580801,1.090618399112698,-0.08936711579361942,0.2729133690908927,-0.4932069979413013,0.6148900290505872,0.1932247732060653,1.717073985797389,0.2750746870610366,4.116800555720088,-2.139412947434306,1.807012696934789,-0.6779955169101877
0.49,0.5,0,0.5,0,0,0,10,2,0.1734667646652217,-0.04258419760686448,1.010493325685765,-2.931861503661491,1.05443245292691,0.9582150614751951,0.1152790225763666,0.0170393833450373,2,-2,0.7945643438065756,0.9388565290801638,1.080775193207447,-0.09031995932920107,0.2808444613904869,-0.4844896368175066,0.6134183132838957,0.1880344588717388,1.727045654162539,0.3184700344078802,3.926846080858146,-1.96155403707527,1.831155946814209,1.871871341883516
0.5,0.5,0,0.5,0,0,0,10,2,0.1745963371928514,-0.04236066532008105,1.030532987908771,-2.957589702106047,1.062050058001882,0.9499926381692981,0.1129572527629745,0.0223532286783428,2,-2,0.7617605074972378,-0.8222423305896918,1.070913285388375,-0.09129864597322807,0.288538058778654,-0.496598988594583,0.6148555922785333,0.171436403537449,1.73610103301185,0.3641240545844756,3.737809233829227,-1.774546222791921,1.823525129213918,-1.167486697932159
0.51,0.5,0,0.5,0,0,0,10,2,0.1757057949801545,-0.04207939910016203,1.050499376189914,-2.982748618812994,1.069449770211194,0.961682727698161,0.1109457787303042,0.02812662199190258,1.996638828114282,-2,0.7399712209312131,1.169008952886281,1.061022177177735,-0.09230816887874245,0.2960121760332691,-0.4844192113724503,0.6125291254597475,0.1692879072582282,1.745694833943741,0.4023685589502594,3.551667069270982,-1.60871243671583,1.852810391200685,2.381994475187553
0.52,0.5,0,0.5,0,0,0,10,2,0.176796334891789,-0.04173538550609732,1.07036160844856,-3.007264261950875,1.076522900417181,0.95054091407848,0.1090539911634548,0.03440135940647104,1.986223225864595,-2,0.7073130205987035,-1.114181361968105,1.051118911407056,-0.09333810647636641,0.3032454852152032,-0.499452546824706,0.6136676908160079,0.1520478223390401,1.754190815869877,0.4445699058247926,3.372496615310916,-1.428988859300228,1.838026921597938,-1.688378207811252
0.53,0.5,0,0.5,0,0,0,10,2,0.1778710304524835,-0.04132488843204907,1.090055443963073,-3.031258124542367,1.083411742622452,0.9647262109198445,0.1074695560694432,0.04104970740482458,1.969383551451332,-2,0.6888842205270673,1.418529684136444,1.041214324963792,-0.09439141623121393,0.3102468967248657,-0.4836754698317368,0.6106463148138312,0.1528883521609287,1.763488947264911,0.4777384704464318,3.211318176396416,-1.274670963930483,1.873045974902594,2.923646576951003
0.54,0.5,0,0.5,0,0,0,10,2,0.1789305261494371,-0.04084356112456965,1.109521421396096,-3.0546322751119,1.089973539022059,0.9505268686233692,0.1059495696953689,0.04813273074794223,1.946597743302255,-2,0.6561796399607064,-1.419934229647524,1.031339466801689,-0.09545391156271671,0.3169874736008668,-0.5019284978692227,0.6116274298505672,0.1346945517680009,1.771458316477718,0.5164595470623707,3.063296705901458,-1.101669376849105,1.850801513775278,-2.242603547250099
0.55,0.5,0,0.5,0,0,0,10,2,0.1799777796935301,-0.04028859562279395,1.128706359181115,-3.077530169222466,1.096385308820346,0.9674062038920087,0.1047253544092935,0.05549655017757051,1.918493778501966,-2,0.6411769798286806,1.687933526863948,1.021503453521116,-0.09653064174385359,0.3234878146750848,-0.4824658192057358,0.6081534180049925,0.1383829827356815,1.780474695030012,0.544238093994528,2.933000095569104,-0.9585001949333574,1.892137294734154,3.498798361952812
0.5600000000000001,0.5,0,0.5,0,0,0,10,2,0.1810127970389732,-0.03965636383474391,1.147561192495961,-3.099829270308236,1.102468137451476,0.9499957643218561,0.1035017345443087,0.06322317880500487,1.88548333148454,-2,0.6082828631130421,-1.74104395701527,1.011738125995944,-0.09760600088756083,0.3297199152595789,-0.5042461235069293,0.6091183335400288,0.1189196734368335,1.787926682167814,0.5792737972435695,2.813667226496484,-0.7917050886942558,1.862079071046147,-2.832197856561586
0.5700000000000001,0.5,0,0.5,0,0,0,10,2,0.1820383949013308,-0.03894503599062162,1.166043083394644,-3.121695716554042,1.108435911465876,0.9697745589821444,0.1025597862357687,0.07113278441222803,1.848189089868294,-2,0.5967774014399378,1.977879466028827,1.002049964362695,-0.09868735734968215,0.3357149959231311,-0.4809825074059511,0.6053992099476425,0.1253504950151684,1.796695620698994,0.6014510419160696,2.711805531597429,-0.6593009866427426,1.91022172131853,4.109667711850715
0.58,0.5,0,0.5,0,0,0,10,2,0.1830539223690663,-0.03815172494627124,1.18411254296207,-3.14298150328709,1.114071267158987,0.948984228291561,0.1015527467735481,0.07933110443503844,1.80694595674261,-2,0.5635355693111141,-2,0.9924706754450663,-0.09975779952407612,0.3414443696302701,-0.5065956229326311,0.6064575989166053,0.1043228345292982,1.803662383379015,0.6327821718656591,2.618483004626153,-0.4981443220960671,1.871950515473456,-3.45932351108058
0.59,0.5,0,0.5,0,0,0,10,2,0.1840620784058185,-0.03727560218317175,1.201736253259129,-3.163876318258763,1.119627229329048,0.9710857575917113,0.1008156036752157,0.08761227630994901,1.762371029705912,-2,0.5555962170060605,2,0.9830034427724647,-0.1008271592983986,0.3469488883632535,-0.4803383218121794,0.6027609302629768,0.1128897885904211,1.812231124682382,0.6493110046607771,2.542453531377564,-0.3761018259929019,1.927410440221716,4.600541979147495
0.6,0.5,0,0.5,0,0,0,10,2,0.185061622434509,-0.03631454916954031,1.218883428267563,-3.184209103319143,1.124850218068536,0.9496719623075284,0.09995440286904898,0.09610530136314338,1.714717500843392,-2,0.5222988739488311,-2,0.9736789313262005,-0.1018774862347729,0.3521982965760796,-0.5065389665443136,0.6037055632146754,0.09202916060180905,1.81877635069225,0.6768327497681532,2.472460821328889,-0.2206542336385011,1.881426828062648,-3.543343596060387
0.61,0.5,0,0.5,0,0,0,10,2,0.1860549576449128,-0.03526862149709662,1.235529256151531,-3.20417838108231,1.130012350667063,0.9714142031125674,0.09933352104038154,0.1045927672443695,1.664582788396763,-1.996927776316772,0.5162132598526706,2,0.9644978118754859,-0.1029200125647988,0.3572390191999558,-0.4806155187811554,0.6004406072312384,0.1007392308203426,1.827080922342585,0.6887007561992613,2.419212158351535,-0.1060879768625025,1.940249837913363,4.564854708438324
