"time","x_ik","y_ik","z_ik","rx_ik","ry_ik","rz_ik","q1_ik","q2_ik","q3_ik","q4_ik","q5_ik","q6_ik"
0,0.2896,-0.5712,0.6721,1.213,1.214,1.207,-0.9815335604731377,1.489081811541446,-1.920484729451561,-2.720488626601071,2.553063927397007,3.132960837330553
1,0.2896,-0.5712,0.6721,1.213,1.214,1.207,-0.9815335604731377,1.489081811541446,-1.920484729451561,-2.720488626601071,2.553063927397007,3.132960837330553
