"time","x_ik","y_ik","z_ik","rx_ik","ry_ik","rz_ik","q1_ik","q2_ik","q3_ik","q4_ik","q5_ik","q6_ik"
0,-0.95,-0.6388,0.0997,1.112,-1.034,0.963,0.3488758106131832,-2.65463042702795,-1.053190306189346,-2.832307355114682,0.5194349768302701,1.566093686708563
1,-0.95,-0.6388,0.0997,1.112,-1.034,0.963,0.3488758106131832,-2.65463042702795,-1.053190306189346,-2.832307355114682,0.5194349768302701,1.566093686708563
