"time","x_ik","y_ik","z_ik","rx_ik","ry_ik","rz_ik","q1_ik","q2_ik","q3_ik","q4_ik","q5_ik","q6_ik"
0,-1.183,-0.2907,0.0603,1.574,0,0,-0.0002530897315104906,-2.607983802811266,-0.8925314602711166,2.008554837370264,-0.003213654629140635,1.491960020304657
1,-1.183,-0.2907,0.0603,1.574,0,0,-0.0002530897315104906,-2.607983802811266,-0.8925314602711166,2.008554837370264,-0.003213654629140635,1.491960020304657
