"time","x_ik","y_ik","z_ik","rx_ik","ry_ik","rz_ik","q1_ik","q2_ik","q3_ik","q4_ik","q5_ik","q6_ik"
0,-0.5712,-0.2896,0.6721,1.577,0,0,-0.0024479466959349,-1.749338017922679,-1.867416182771492,-1.313039831865907,-0.006669177414550339,1.194954073858281
1,-0.5712,-0.2896,0.6721,1.577,0,0,-0.0024479466959349,-1.749338017922679,-1.867416182771492,-1.313039831865907,-0.006669177414550339,1.194954073858281
