"time","q1","q2","q3","q4","q5","q6","x","y","z","roll","pitch","yaw","qx","qy","qz","qw"
11,-0.597,-0.908,1.121,1.121,1.537,1.718,-0.8149466600751805,0.3839235920155174,0.290119841148427,-3.072841801097249,-0.2292372015160732,2.39349168892861,0.3591179948117338,0.925637060546849,0.009981711436815153,-0.1188724668768202
12,-0.499,-0.95,1.232,1.115,1.554,1.714,-0.8074374731034256,0.2841024595996212,0.270504934522268,-3.099931200153538,-0.1696037536905735,2.497310298037875,0.3137186885145801,0.9455045303208335,0.007123387498612428,-0.08689663382442704
13,-0.286,-0.974,1.352,1.139,1.572,1.737,-0.7934573036190232,0.09465330334993334,0.2358480552587261,-3.133871252617687,-0.05325343693297035,2.68915095077921,0.2241149305070308,0.9741913567257037,0.002210532841289337,-0.02681066857277807
14,-0.286,-0.974,1.352,1.139,1.572,1.737,-0.7934573036190232,0.09465330334993334,0.2358480552587261,-3.133871252617687,-0.05325343693297035,2.68915095077921,0.2241149305070308,0.9741913567257037,0.002210532841289337,-0.02681066857277807
15,-0.228,-0.967,1.371,1.155,1.571,1.75,-0.7865883252028363,0.0457196739349077,0.2235580829669881,-3.139690321157335,-0.01164371511006119,2.734376703835999,0.2021951442794733,0.97932748625359,0.000245693765605935,-0.005893889428985776
16,-0.31,-0.967,1.38,1.153,1.57,1.745,-0.7768686738566509,0.1086993226430254,0.2195165703585978,-3.139977055749288,-0.004585710865163478,2.657387185770641,0.239742058160149,0.9708335778289815,-0.0002345391611428439,-0.002419648796116491
17,-0.431,-0.951,1.367,1.159,1.57,1.742,-0.7629511784351477,0.203921902194257,0.2132179146603663,-3.141524146744842,0.004277885913058816,2.539387453165789,0.2965727724004661,0.9550078609244119,-0.0006670653488524358,0.002032551869143003
18,-0.544,-0.917,1.324,1.179,1.57,1.745,-0.7491385057212715,0.2971484469283225,0.2066860765049421,3.139741566050013,0.01511156848845129,2.423368940033355,0.3514261545914886,0.9361846572907966,-0.00178892235253285,0.007398991767093979
19,-0.607,-0.89,1.283,1.197,1.571,1.75,-0.7413382431495132,0.3525942602338574,0.2042535154419934,3.137968857965473,0.01885980393656602,2.355356762993821,0.3830369353053785,0.9236831184936896,-0.001938647254578326,0.009404490866509768
20,-0.726,-0.841,1.158,1.251,1.572,1.748,-0.7260190795821188,0.4666169109314122,0.2233561663998337,3.140900760656288,-0.002964718287346524,2.238388323086181,0.4364075961022958,0.8997477941060856,0.0009581772404985967,-0.001182777165927375
21,-0.767,-0.8139999999999999,1.095,1.278,1.571,1.751,-0.7209698354063683,0.5098384890908089,0.2309788298596081,-3.139678677890426,-0.01164180695699416,2.194376637875872,0.45608722284034,0.8899155279372073,0.001803262367437886,-0.005616630917351594
22,-0.675,-0.915,1.066,1.406,1.571,1.748,-0.740843058882027,0.4223030866439764,0.3435041968131169,-3.139361001563382,-0.01361617237669994,2.289372381870967,0.4133151506887104,0.9105619099973191,0.00179795015459481,-0.00666045407193362
23,-0.635,-0.944,1.034,1.466,1.571,1.75,-0.7492423624277317,0.3865218950982418,0.3886764815413621,-3.139155490559853,-0.01459566457992107,2.327369687217925,0.3959395457747811,0.9182467717879544,0.001770656490372152,-0.007183799012605677
24,-0.619,-0.953,1.016,1.49,1.571,1.751,-0.753180390606058,0.3729532820679768,0.4070050659915448,-3.138603066026135,-0.01754462906553914,2.34236094172469,0.3890370094878002,0.9211791463431803,0.002035982264226293,-0.008662584340636855
25,-0.6879999999999999,-0.86,0.9320000000000001,1.289,1.535,1.744,-0.7984873505191842,0.4737528426428225,0.3526510771650313,-3.069721281990257,-0.2004517883184345,2.276927510080998,0.4133539575196533,0.9043571723317347,0.009437758335870076,-0.1057711651282299
26,-0.718,-0.805,0.891,1.162,1.509,1.748,-0.8258175502862278,0.5266232392571947,0.3178434257267396,-3.022180404272626,-0.3067144578434157,2.237974332317171,0.4225006187380297,0.8914954657115812,0.01352066147496719,-0.1629302105042291
27,-0.714,-0.8110000000000001,0.903,1.159,1.51,1.746,-0.8250057579959408,0.5210788422977793,0.3170267552319329,-3.024361692042143,-0.3041755315903992,2.244208579865092,0.4200470199693201,0.8929352194670337,0.01343292432687976,-0.1613900597753225
28,-0.635,-0.884,1.064,1.128,1.529,1.724,-0.8178939749067116,0.4258078724970684,0.2984084126804512,-3.059358286853643,-0.253280948344599,2.348437517201579,0.3780578808515279,0.9162337151996565,0.01113305704218633,-0.1321517041069932
29,-0.493,-0.952,1.237,1.115,1.555,1.714,-0.8071157945321277,0.2784177895265046,0.2697473575893508,-3.101360401521537,-0.1667779388106404,2.50337809986187,0.3109748287232243,0.94655060554001,0.007092185958209624,-0.08535987318837737
30,-0.444,-0.964,1.276,1.117,1.561,1.716,-0.8036905486064874,0.2323344823076829,0.2610648301899141,-3.111251737205504,-0.1388772024219775,2.550974308923737,0.2892939131672007,0.9546031361938185,0.005712317935053056,-0.07077608068509395
31,-0.285,-0.974,1.353,1.14,1.572,1.737,-0.7929233666069307,0.09367575346167545,0.235492524089277,-3.134203037125996,-0.05128107298871317,2.690168284358604,0.223633124850104,0.9743291532230436,0.00213780054277275,-0.02581388111625348
32,-0.223,-0.968,1.366,1.153,1.572,1.748,-0.7892768202552086,0.04256834120807688,0.2262967276752228,-3.139287372515264,-0.01969846595661539,2.741354359845425,0.1987652015468183,0.9799969704436328,0.0008282755350658965,-0.009881626130973271
33,-0.257,-0.968,1.376,1.154,1.571,1.748,-0.7829386905344944,0.06798447456130073,0.2220945960936112,-3.140242501658292,-0.008694480000722152,2.707382215118525,0.2153987532094416,0.9765162686965244,0.0002771860967239036,-0.004390587056768388
34,-0.403,-0.956,1.373,1.157,1.57,1.742,-0.7660517480781566,0.1814975354529987,0.2143652646381447,-3.141353775795864,0.003292505703205486,2.56738809805173,0.2831741067062247,0.9590670992582093,-0.0005807262149987435,0.001545046484426624
35,-0.5570000000000001,-0.911,1.317,1.182,1.571,1.747,-0.7473935103179584,0.3084753930184018,0.2051760118842478,3.138376158835706,0.01690156788843368,2.408363549818789,0.3584310690203928,0.9335165604442714,-0.001527883835624008,0.008465560122057186
36,-0.594,-0.895,1.293,1.193,1.571,1.75,-0.7427932355054201,0.3408566991682551,0.2036369107901461,3.137790545130741,0.01984378383534256,2.36835331253554,0.3770230412739435,0.9261487852113077,-0.001980430293731612,0.009906154451495505
37,-0.713,-0.848,1.174,1.244,1.572,1.747,-0.7280418747022633,0.4536962858169473,0.2215130341628719,3.140547208443147,-0.0009949924867737833,2.252389021231117,0.4300985640081507,0.902781648294263,0.0006858767685269772,-0.0002243084454051409
38,-0.745,-0.829,1.13,1.263,1.572,1.749,-0.7237099144355675,0.4864937041262611,0.2267554514286622,-3.141572515866733,-0.006902061957054939,2.218384820594042,0.4453820453828693,0.895333973432069,0.001528018451445974,-0.003094321981757565
39,-0.746,-0.877,1.087,1.348,1.571,1.748,-0.7177424797948159,0.4818573480876223,0.2958606418206846,-3.139537309668013,-0.01263183462550313,2.218374695673013,0.4453743313666022,0.8953215951006895,0.001892927306287365,-0.006112538942391426
40,-0.715,-0.897,1.078,1.376,1.571,1.748,-0.7277673531057461,0.4554153697149578,0.3197761776198849,-3.139361001563382,-0.01361617237669986,2.249372381870967,0.4314425145556514,0.9021140517477232,0.001930790777560925,-0.006623165419648656
41,-0.632,-0.949,1.026,1.479,1.571,1.75,-0.748895963974365,0.3831722614539283,0.3978790571300857,-3.139155490559853,-0.01459566457992093,2.330369687217925,0.3945617307017074,0.9188396478564761,0.001759878803905939,-0.007186446914572799
42,-0.627,-0.9350000000000001,1,1.448,1.565,1.748,-0.7652331584730671,0.3882736339494996,0.3957475374848752,-3.125688635683455,-0.05586860313034273,2.337112138109513,0.3911112977841214,0.919885153720448,0.003619576463814725,-0.02881241705499111
43,-0.6899999999999999,-0.856,0.929,1.282,1.534,1.745,-0.800147618811073,0.4772218170586598,0.3501766705282546,-3.067453006139396,-0.2061124434908908,2.273703967345182,0.4144754827063871,0.9034835721494686,0.00977603081601257,-0.1087747135727222
44,-0.725,-0.8129999999999999,0.907,1.158,1.511,1.745,-0.8181623223118192,0.529470370776337,0.3167436742740746,-3.02584210346893,-0.3034810669977442,2.234285315368577,0.4246323781172577,0.8908677902183757,0.01474001176214486,-0.1607005160513247
45,-0.712,-0.855,1,1.139,1.521,1.732,-0.8008238640105045,0.5008029112117977,0.3059057030869167,-3.045303528981986,-0.2750034463251649,2.262246383924116,0.415168556638865,0.898119213362493,0.01513717871351941,-0.1441797974340835
46,-0.596,-0.915,1.138,1.119,1.539,1.717,-0.8097162649101812,0.3798238138512067,0.2875192434312879,-3.076274963696363,-0.2216862666244102,2.395770308368259,0.3585354508410361,0.9263780202108505,0.01005692658140864,-0.1147821954319411
47,-0.488,-0.96,1.262,1.116,1.559,1.715,-0.7984208850076543,0.2700105101224171,0.2643897285721286,-3.107799556920315,-0.1495036265825271,2.507760915526572,0.3095238842746384,0.9478054915659924,0.007260936439301134,-0.07620363523423464
48,-0.463,-0.975,1.345,1.135,1.571,1.733,-0.7679199131781104,0.2344021050205258,0.2394145651998124,-3.13115300354584,-0.0649643372510957,2.516043052629469,0.3073721970231483,0.9510207271072397,0.005028934894415944,-0.03250567524922002
49,-0.309,-0.973,1.357,1.143,1.572,1.74,-0.7882290261430592,0.1119690725700034,0.2332064511261957,-3.135399302990715,-0.04337317844093529,2.663228283795387,0.2367860894815752,0.9713148475404588,0.002129495823733663,-0.02180091793974287
50,-0.276,-0.968,1.378,1.153,1.57,1.747,-0.7809176106547376,0.08245544677123025,0.2211423678350647,-3.139441988088829,-0.007536017547265714,2.689383980844589,0.2241770566601116,0.9745405548960189,-0.0002032348095882239,-0.003913160587126463
51,-0.276,-0.965,1.38,1.153,1.57,1.744,-0.7802229817666351,0.08225870805352649,0.2179704617868503,-3.140326324702265,-0.002617249140872416,2.692388436630187,0.2227174390631578,0.9748819564152748,-0.0003258058208594177,-0.001416772261902968
52,-0.447,-0.947,1.363,1.161,1.57,1.742,-0.760995526943187,0.2167758157436554,0.2119936163661924,3.141320413896831,0.006248645931650259,2.52338565973354,0.3042028513220834,0.9526021443168341,-0.0008207642720841898,0.003017654137513442
53,-0.5590000000000001,-0.91,1.315,1.183,1.571,1.747,-0.7473762503939289,0.3103456379308056,0.205326530602059,3.138376158835706,0.01690156788843368,2.406363549818789,0.3593644062097314,0.9331576626767483,-0.001536348630393293,0.008464028005696508
54,-0.608,-0.889,1.28,1.198,1.571,1.75,-0.741910600484318,0.3539793963796665,0.2048221223149481,3.138147164181398,0.01787582343829747,2.354360037905426,0.3835005692579317,0.9234957833514889,-0.001836973740884574,0.008914989530982282
55,-0.706,-0.837,1.149,1.255,1.572,1.748,-0.7374301628584453,0.4539008361927301,0.2243425548855099,3.141077040377948,-0.003949058591094214,2.258387713707987,0.4273883677682128,0.9040659366837269,0.00107696527266183,-0.001674923998273746
56,-0.732,-0.8139999999999999,1.095,1.279,1.571,1.751,-0.7382070475784652,0.4841519423120565,0.2310760767621193,-3.139857930137261,-0.01065800177861052,2.229378636480118,0.4404458575667659,0.8977629399218762,0.001568497055979218,-0.005166243518400798
57,-0.723,-0.895,1.079,1.374,1.571,1.748,-0.7244203832239093,0.4615048872932194,0.3174199224726866,-3.139537309668013,-0.0126318346255032,2.241374695673013,0.43504890991372,0.9003840845310266,0.001822509489402229,-0.006133902939416255
58,-0.697,-0.928,1.055,1.43,1.571,1.749,-0.7279740150004197,0.4356518647290666,0.3619169661176119,-3.139347385701877,-0.0136139339184256,2.266372291684546,0.4237590516835955,0.905748680287759,0.001867784526214176,-0.006641208788043033
