"time","q1","q2","q3","q4","q5","q6","x","y","z","roll","pitch","yaw","qx","qy","qz","qw"
0,-0.6929999999999999,-0.833,0.951,1.149,1.515,1.739,-1.1843,-0.2329,0.06280000000000001,1.570796326794897,-0,0,0.7071067811865475,0,0,0.7071067811865476
1,-0.6929999999999999,-0.833,0.951,1.149,1.515,1.739,-0.7923399279402465,0.4774660900025332,0.4232603177008065,-3.034373895143241,-0.2900649314732335,2.273257441461379,0.4086153648931579,0.8996637523874013,0.01260582531590966,-0.1532309021756283
2,-0.6929999999999999,-0.833,0.951,1.149,1.515,1.739,-0.7923399279402465,0.4774660900025332,0.4232603177008065,-3.034373895143241,-0.2900649314732335,2.273257441461379,0.4086153648931579,0.8996637523874013,0.01260582531590966,-0.1532309021756283
3,-0.6929999999999999,-0.833,0.951,1.149,1.515,1.739,-0.7923399279402465,0.4774660900025332,0.4232603177008065,-3.034373895143241,-0.2900649314732335,2.273257441461379,0.4086153648931579,0.8996637523874013,0.01260582531590966,-0.1532309021756283
4,-0.6929999999999999,-0.833,0.951,1.149,1.515,1.739,-0.7923399279402465,0.4774660900025332,0.4232603177008065,-3.034373895143241,-0.2900649314732335,2.273257441461379,0.4086153648931579,0.8996637523874013,0.01260582531590966,-0.1532309021756283
5,-0.694,-0.832,0.95,1.149,1.515,1.739,-0.7922100112193711,0.4785477106138699,0.422848424077326,-3.034373895143241,-0.2900649314732334,2.272257441461379,0.4090651456736892,0.8994593322555008,0.01268243918807702,-0.1532245801093706
6,-0.703,-0.822,0.928,1.154,1.513,1.742,-0.7926857207385096,0.4894775279859626,0.4250853252572602,-3.030225609678454,-0.2962925112846098,2.259808689137802,0.4139883931029047,0.8965845794836079,0.01311099803979638,-0.1567730969863045
7,-0.714,-0.8100000000000001,0.901,1.16,1.51,1.746,-0.7929788255924727,0.5027335434071774,0.4280377462261064,-3.024361692042143,-0.3041755315903992,2.244208579865092,0.4200470199693201,0.8929352194670337,0.01343292432687978,-0.1613900597753225
8,-0.726,-0.796,0.87,1.167,1.507,1.751,-0.7932344018134313,0.5174470860609082,0.4311727518797431,-3.017903744701366,-0.3128753146012542,2.226475479719637,0.4268916920875443,0.8887380450068307,0.01392436605783834,-0.1664760721964482
9,-0.726,-0.795,0.87,1.167,1.507,1.751,-0.7934349746509155,0.5176251425266258,0.4302358838872045,-3.018101266103059,-0.3118931383104547,2.226536183652843,0.4269416925214276,0.8888048043836673,0.01378897748094822,-0.1660020330944164
10,-0.681,-0.845,0.977,1.143,1.518,1.735,-0.7920335254776727,0.4634631494739712,0.4207295424225404,-3.039926018163021,-0.2830950731244932,2.289756898753425,0.4019686116596697,0.9033492951789167,0.01240179329432987,-0.1490888381577802
11,-0.597,-0.908,1.121,1.121,1.537,1.718,-0.7900377932972033,0.371772279964963,0.4037899514293933,-3.072841801097249,-0.2292372015160732,2.39349168892861,0.3591179948117338,0.925637060546849,0.009981711436815153,-0.1188724668768202
12,-0.499,-0.95,1.232,1.115,1.554,1.714,-0.788734690550399,0.2761473270023106,0.3857261208993116,-3.099931200153538,-0.1696037536905735,2.497310298037875,0.3137186885145801,0.9455045303208335,0.007123387498612428,-0.08689663382442704
13,-0.286,-0.974,1.352,1.139,1.572,1.737,-0.7874614495054815,0.09274335952177738,0.3526787098320119,-3.133871252617687,-0.05325343693297035,2.68915095077921,0.2241149305070308,0.9741913567257037,0.002210532841289337,-0.02681066857277807
14,-0.286,-0.974,1.352,1.139,1.572,1.737,-0.7874614495054815,0.09274335952177738,0.3526787098320119,-3.133871252617687,-0.05325343693297035,2.68915095077921,0.2241149305070308,0.9741913567257037,0.002210532841289337,-0.02681066857277807
15,-0.228,-0.967,1.371,1.155,1.571,1.75,-0.7852492906620641,0.04538450860227881,0.3405499401652496,-3.139690321157335,-0.01164371511006119,2.734376703835999,0.2021951442794733,0.97932748625359,0.000245693765605935,-0.005893889428985776
16,-0.31,-0.967,1.38,1.153,1.57,1.745,-0.7763058324400768,0.1086168626600935,0.3365151874867118,-3.139977055749288,-0.004585710865163478,2.657387185770641,0.239742058160149,0.9708335778289815,-0.0002345391611428439,-0.002419648796116491
17,-0.431,-0.951,1.367,1.159,1.57,1.742,-0.7633591035198832,0.2042120276078364,0.3302168438194387,-3.141524146744842,0.004277885913058816,2.539387453165789,0.2965727724004661,0.9550078609244119,-0.0006670653488524358,0.002032551869143003
18,-0.544,-0.917,1.324,1.179,1.57,1.745,-0.7506122724629147,0.2981487877751995,0.3236725172995115,3.139741566050013,0.01511156848845129,2.423368940033355,0.3514261545914886,0.9361846572907966,-0.00178892235253285,0.007398991767093979
19,-0.607,-0.89,1.283,1.197,1.571,1.75,-0.7431971850014368,0.3538562135995811,0.3212319399864106,3.137968857965473,0.01885980393656602,2.355356762993821,0.3830369353053785,0.9236831184936896,-0.001938647254578326,0.009404490866509768
20,-0.726,-0.841,1.158,1.251,1.572,1.748,-0.7258679049772864,0.4662943908846315,0.3403556242065188,3.140900760656288,-0.002964718287346524,2.238388323086181,0.4364075961022958,0.8997477941060856,0.0009581772404985967,-0.001182777165927375
21,-0.767,-0.8139999999999999,1.095,1.278,1.571,1.751,-0.719992678984947,0.50886354569263,0.3479706870578697,-3.139678677890426,-0.01164180695699416,2.194376637875872,0.45608722284034,0.8899155279372073,0.001803262367437886,-0.005616630917351594
22,-0.675,-0.915,1.066,1.406,1.571,1.748,-0.7395977961183727,0.4212758239517493,0.4604930597531876,-3.139361001563382,-0.01361617237669994,2.289372381870967,0.4133151506887104,0.9105619099973191,0.00179795015459481,-0.00666045407193362
