"time","x_t","y_t","z_t","roll_t","pitch_t","yaw_t","q1","q2","q3","q4","q5","q6"
0,-0.808345194,0.436592474,0.419885572,-3.034373895,-0.290064931,2.273257441,-0.6930000004412302,1.666940659810263,-1.417538960466266,1.017598301095512,1.514999999786038,1.739000000045328
1,-0.808345194,0.436592474,0.419885572,-3.034373895,-0.290064931,2.273257441,-0.6930000004412302,1.666940659810263,-1.417538960466266,1.017598301095512,1.514999999786038,1.739000000045328
