"time","x_t","y_t","z_t","roll_t","pitch_t","yaw_t","q1","q2","q3","q4","q5","q6"
0,-0.808345194,0.436592474,0.419885572,-3.034373895,-0.290064931,2.273257441,-0.7008588632973076,-0.05193559551156834,0.8997953343388962,-1.151228346679105,1.51265065425076,1.731488324528095
1,-0.808345194,0.436592474,0.419885572,-3.034373895,-0.290064931,2.273257441,-0.7008588632973076,-0.05193559551156834,0.8997953343388962,-1.151228346679105,1.51265065425076,1.731488324528095
