time,q1,q2,q3,q4,q5,q6
0,-0.700858863,-0.051935596,0.899795334,-1.151228347,1.512650654,1.731488325
1,-0.700858863,-0.051935596,0.899795334,-1.151228347,1.512650654,1.731488325
