"time","theta","y","x"
0.556,-0.7231853071796319,0.3853617618393973,-0.988876517106097
0.5580000000000001,-0.7031853071796319,0.3655084801896051,-0.9663854698264787
0.5600000000000001,-0.6831853071796319,0.3461089600219186,-0.9435018814438949
0.5620000000000001,-0.6631853071796319,0.3271709608857479,-0.9202349050885883
0.5640000000000001,-0.6431853071796318,0.3087020577282443,-0.8965938472408788
0.5660000000000001,-0.6231853071796318,0.2907096378644219,-0.8725881640086954
0.5680000000000001,-0.6031853071796318,0.2732008980223306,-0.8482274573452596
0.5700000000000001,-0.5831853071796318,0.2561828414644604,-0.8235214712084318
0.5720000000000001,-0.5631853071796318,0.2396622751865301,-0.7984800876632577
0.5740000000000001,-0.5431853071796318,0.2236458071947796,-0.7731133229292749
0.5760000000000001,-0.5231853071796317,0.2081398438628556,-0.747431323374158
0.578,-0.5031853071796317,0.1931505873693473,-0.7214443614553068
0.58,-0.4831853071796317,0.1786840332169982,-0.6951628316110007
0.582,-0.4631853071796317,0.1647459678345843,-0.6685972461027617
0.584,-0.4431853071796317,0.1513419662624202,-0.6417582308105901
0.586,-0.4231853071796317,0.1384773899224171,-0.6146565209827539
0.588,-0.4031853071796316,0.1261573844735856,-0.587302956941833
0.59,-0.3831853071796316,0.1143868777538407,-0.5597084797487344
0.592,-0.3631853071796316,0.1031705778089324,-0.5318841268264138
0.594,-0.3431853071796316,0.09251297100928985,-0.5038410275450539
0.596,-0.3231853071796316,0.08241832025553343,-0.4755903987704641
0.598,-0.3031853071796315,0.0728906632733711,-0.4471435403774841
0.6,-0.2831853071796315,0.06393381099856199,-0.4185118307301849
0.602,-0.2631853071796315,0.05555134605259292,-0.3897067221306743
0.604,-0.2431853071796315,0.04774662130967756,-0.3607397362383291
0.606,-0.2231853071796315,0.04052275855565147,-0.3316224594612849
0.608,-0.2031853071796315,0.03388264723929937,-0.3023665383220274
0.61,-0.1831853071796314,0.02782894331661418,-0.2729836747989386
0.612,-0.1631853071796314,0.02236406818844999,-0.2434856216456613
0.614,-0.1431853071796314,0.01749020773199403,-0.2138841776901547
0.616,-0.1231853071796314,0.01320931142644495,-0.1841911831153205
0.618,-0.1031853071796314,0.009523091573247103,-0.1544185147230872
0.62,-0.08318530717963135,0.006433022611192837,-0.124578081183848
0.622,-0.06318530717963133,0.003940340526666598,-0.09468181827315161
0.624,-0.04318530717963132,0.002046042359266879,-0.0647416840975507
0.626,-0.0231853071796313,0.0007508858030036685,-0.03476965431151904
0.628,-0.00318530717963128,5.538890323094714e-05,-0.004777717327349339
0.63,0.01681469282036874,-4.017015056454414e-05,0.02522213048005191
0.632,0.03681469282036876,0.0004642468639646092,0.05521788957155439
0.634,0.05681469282036877,0.001568438186738066,0.08519756204345962
0.636,0.07681469282036879,0.003271962155949071,0.1151491564265025
0.638,0.09681469282036881,0.005574137384723291,0.145060692482279
0.64,0.1168146928203688,0.008474043033664476,0.174920205995182
0.642,0.1368146928203688,0.01197051917917794,0.204715753557928
0.644,0.1568146928203689,0.01606216727742455,0.2344354173487604
0.646,0.1768146928203689,0.02074735072371957,0.2640673098984198
0.648,0.1968146928203689,0.02602419550715277,0.2935995788449731
0.65,0.2168146928203689,0.03189059096016778,0.3230204116745998
0.652,0.2368146928203689,0.03834419060280093,0.3523180404464408
0.654,0.256814692820369,0.04538241308124204,0.3814807464996172
0.656,0.276814692820369,0.05300244320034145,0.4104968651405384
0.658,0.296814692820369,0.06120123304965055,0.4393547903086247
0.66,0.316814692820369,0.06997550322254537,0.4680429792185759
0.662,0.336814692820369,0.07932174412794545,0.4965499569773322
0.664,0.356814692820369,0.08923621739410351,0.524864321173878
0.666,0.3768146928203691,0.09971495736390432,0.5529747464400546
0.668,0.3968146928203691,0.1107537726810746,0.5808699889805562
0.67,0.4168146928203691,0.1223482479666698,0.6085388910702981
0.672,0.4368146928203691,0.1344937455851665,0.6359703855173583
0.674,0.4568146928203691,0.1471854074994552,0.6631535000897062
0.676,0.4768146928203691,0.1604181572139901,0.6900773619039496
0.678,0.4968146928203692,0.1741867018053196,0.716731201774343
0.68,0.5168146928203692,0.1884855340391854,0.7431043585203179
0.6820000000000001,0.5368146928203692,0.2033089345733425,0.7691862832308133
0.6840000000000001,0.5568146928203692,0.2186509742452199,0.7949665434836994
0.6860000000000001,0.5768146928203692,0.2345055164435067,0.8204348275186073
0.6880000000000001,0.5968146928203693,0.2508662195627147,0.8455809483614956
0.6900000000000001,0.6168146928203693,0.2677265395397359,0.8703948478993042
0.6920000000000001,0.6368146928203693,0.2850797324713807,0.8948666009030657
0.6940000000000001,0.6568146928203693,0.3029188573118495,0.9189864189978642
0.6960000000000001,0.6768146928203693,0.3212367786490579,0.942744654578055
0.6980000000000001,0.6968146928203693,0.3400261695587065,0.9661318046661784
0.7000000000000001,0.7168146928203694,0.3592795145349535,0.9891385147140237
0.7020000000000001,0.7368146928203694,0.3789891124965162,1.011755582344324
0.704,0.7568146928203694,0.399147079867001,1.033973961031583
0.706,0.7768146928203694,0.4197453537282292,1.055784763720568
0.708,0.7968146928203694,0.4407756950452962,1.07717926638101
0.71,0.8168146928203694,0.462229691962076,1.098148911497101
0.712,0.8368146928203695,0.4840987631658514,1.118685311490386
0.714,0.8568146928203695,0.5063741613197246,1.138780252074683
0.716,0.8768146928203695,0.5290469765614353,1.158425695541687
0.718,0.8968146928203691,0.5521081400671871,1.177613783975947
0.72,0.9168146928203686,0.5755484276790558,1.196336842397927
0.722,0.9368146928203682,0.5993584635945296,1.214587381833896
0.724,0.9568146928203678,0.6235287241167052,1.232358102311416
0.726,0.9768146928203674,0.6480495414636396,1.249641895779237
0.728,0.9968146928203669,0.6729111076353339,1.266431848950418
0.73,1.016814692820367,0.6981034783368025,1.282721246067555
0.732,1.036814692820366,0.7236165769556587,1.298503571588989
0.734,1.056814692820366,0.749440198592625,1.313772512794941
0.736,1.076814692820365,0.7755640141433571,1.32852196231251
0.738,1.096814692820365,0.8019775744299474,1.342746020558548
0.74,1.116814692820364,0.8286703143804576,1.356438998099406
0.742,1.136814692820364,0.8556315572548058,1.369595417926639
0.744,1.156814692820364,0.8828505189153206,1.382210017647733
0.746,1.176814692820363,0.9103163121402527,1.394277751590991
0.748,1.196814692820363,0.9380179509785176,1.405793792823738
0.75,1.216814692820362,0.9659443551439304,1.416753535083026
0.752,1.236814692820362,0.994084354447172,1.427152594618078
0.754,1.256814692820361,1.022426693263716,1.436986811943733
0.756,1.276814692820361,1.050960035035929,1.446252253504182
0.758,1.296814692820361,1.079672966807541,1.454945213246339
0.76,1.31681469282036,1.108554003788678,1.46306221410221
