"time","joint_angle_1","joint_angle_2","joint_angle_3","joint_angle_4","joint_angle_5","joint_angle_6","ee_x","ee_y","ee_z"
0.11,15.06114751911169,-21.05355860972901,-4.740403465834979,15.86190509547898,-17.97344695338236,0,0.1518045407519442,-0.4024256770541788,0.799271242558385
0.112,15.36060154567233,-21.40261815797605,-4.789850583045358,16.04818327002264,-18.17523271428613,0,0.1552349685843362,-0.4007230438391682,0.7989578660044611
0.114,15.6580807833339,-21.74769502704548,-4.837987643230842,16.23147070161409,-18.37370415796477,0,0.1586325845471725,-0.399007536268983,0.7986400126739223
0.116,15.95356159125929,-22.08883727829857,-4.884844210454201,16.41180422065397,-18.5689101031452,0,0.1619972694045393,-0.3972799060293306,0.798317836219383
0.118,16.24702320640494,-22.42609340735774,-4.930449406702566,16.58922048663632,-18.76089885505753,0,0.1653289437018582,-0.3955408834437151,0.7979914886523117
0.12,16.53844754701225,-22.75951217838343,-4.974831892809569,16.76375597111408,-18.94971819268826,0,0.1686275643398404,-0.3937911777474074,0.7976611201865313
0.122,16.82781902915585,-23.08914247959438,-5.018019852861189,16.93544694217692,-19.13541535821406,0,0.1718931214344791,-0.3920314773938166,0.7973268791024749
0.124,17.11512439553784,-23.41503319754114,-5.060040981505629,17.10432945041277,-19.31803704839963,0,0.1751256354381905,-0.3902624503881692,0.796988911629576
0.126,17.40035255555944,-23.73723310809943,-5.10092247412859,17.27043931608989,-19.49762940691185,0,0.1783251545014861,-0.388484744643987,0.7966473618452601
0.128,17.68349443591698,-24.05579078232714,-5.140691019411396,17.43381211757237,-19.67423801890935,0,0.1814917520483956,-0.3866989883573884,0.7963023715888853
0.13,17.96454284102623,-24.37075450540788,-5.179372794050681,17.59448318080121,-19.84790790639194,0,0.1846255245522302,-0.3849057903963867,0.7959540803888148
0.132,18.24349232260348,-24.68217220717399,-5.216993459407796,17.75248756977642,-20.01868352475217,0,0.1877265894916345,-0.3831057407016329,0.7956026254015055
0.134,18.52033905775594,-24.99009140294741,-5.253578159852172,17.90786007802843,-20.18660876064472,0,0.1907950834706111,-0.3812994106955748,0.7952481413613043
0.136,18.79508073501976,-25.29455914344549,-5.289151522655297,18.06063522091082,-20.35172693040288,0,0.1938311604909267,-0.3794873536979197,0.794890760539874
0.138,19.06771644780936,-25.59562197270351,-5.323737659156819,18.21084722876708,-20.51408077971134,0,0.1968349903606863,-0.3776701053449405,0.7945306127142349
0.14,19.33824659471799,-25.89332589311767,-5.357360167197776,18.35853004050908,-20.67371248382162,0,0.1998067572304373,-0.3758481840107113,0.7941678251431037
0.142,19.60667278634419,-26.1877163366528,-5.390042134454543,18.50371729824797,-20.83066364882391,0,0.2027466582428523,-0.3740220912289026,0.7938025225497155
0.144,19.87299775812003,-26.47883814152321,-5.421806142769245,18.64644234246562,-20.9849753127658,0,0.2056549022913455,-0.3721923121139263,0.7934348271109395
0.146,20.13722528870918,-26.76673553377114,-5.45267427321552,18.78673820759228,-21.13668794830702,0,0.2085317088723573,-0.3703593157792065,0.793064858452587
0.148,20.39936012368509,-27.05145211300211,-5.482668111826273,18.92463761817516,-21.28584146546748,0,0.2113773070282083,-0.3685235557525492,0.7926927336496089
0.15,20.65940790414902,-27.33303084179678,-5.51180875592418,19.06017298572995,-21.43247521448996,0,0.2141919343727745,-0.3666854703875695,0.7923185672305437
0.152,20.91737509987692,-27.61151403839468,-5.540116820937237,19.19337640585217,-21.57662798959147,0,0.2169758361906982,-0.364845483269867,0.7919424711865302
0.154,21.1732689467946,-27.8869433721382,-5.567612447566599,19.32427965581875,-21.7183380331404,0,0.2197292646054846,-0.3630040036177207,0.7915645549838853
0.156,21.42709738841817,-28.15935986142188,-5.594315309399466,19.45291419251914,-21.85764303975812,0,0.2224524778129194,-0.3611614266766736,0.7911849255800396
0.158,21.67886902104461,-28.42880387373791,-5.620244620793986,19.57931115090112,-21.99458016081613,0,0.2251457393721137,-0.3593181341076844,0.7908036874422882
0.16,21.92859304252535,-28.69531512745036,-5.645419144884823,19.70350134265615,-22.12918600930437,0,0.2278093175505431,-0.3574744943683428,0.7904209425692407
0.162,22.17627920417271,-28.95893269533418,-5.669857201926079,19.82551525511655,-22.26149666517235,0,0.2304434847177891,-0.3556308630864324,0.790036790515063
0.164,22.42193776592205,-29.2196950092188,-5.693576677611172,19.94538305075231,-22.39154768023768,0,0.2330485167873985,-0.3537875834268026,0.7896513284149509
0.166,22.66557945421311,-29.47763986597325,-5.716595031608993,20.06313456664757,-22.51937408386835,0,0.2356246926991379,-0.3519449864499021,0.7892646510132417
0.168,22.90721542261929,-29.7328044343826,-5.738929306146149,20.17879931435006,-22.64501038849561,0,0.238172293941417,-0.3501033914628226,0.7888768506928762
0.17,23.14685721502056,-29.98522526279957,-5.760596134562235,20.2924064799333,-22.76849059539957,0,0.2406916041095142,-0.3482631063624715,0.7884880175063095
0.172,23.38451673109864,-30.23493828752397,-5.781611749927707,20.40398492429371,-22.88984820051035,0,0.2431829084975864,-0.3464244279707878,0.7880982392076736
0.174,23.62020619407157,-30.48197884170133,-5.801991993638191,20.51356318370204,-23.00911620023629,0,0.2456464937217866,-0.3445876423620865,0.7877076012859492
0.176,23.85393812045979,-30.72638166471816,-5.821752323990554,20.6211694704033,-23.12632709751629,0,0.2480826473718311,-0.3427530251822383,0.7873161869993396
0.178,24.08572529185239,-30.96818091186789,-5.84090782465016,20.72683167354857,-23.24151290788115,0,0.2504916576889843,-0.340920841960197,0.7869240774101771
0.18,24.31558072843477,-31.20741016436743,-5.859473213080849,20.83057736012604,-23.35470516569917,0,0.2528738132686,-0.3390913484113898,0.7865313514207912
0.182,24.54351766428849,-31.44410243949068,-5.877462848879094,20.93243377627132,-23.46593493004901,0,0.2552294027866087,-0.3372647907337125,0.7861380858094528
0.184,24.76954952423154,-31.6782902009357,-5.894890742025292,21.03242784855618,-23.5752327911184,0,0.2575587147456825,-0.3354414058953573,0.785744355267205
0.186,24.99368990217735,-31.91000536921743,-5.911770561042855,21.13058618537559,-23.68262887613144,0,0.2598620372429873,-0.3336214219152905,0.7853502324349011
0.188,25.21595254091468,-32.13927933211296,-5.928115641003492,21.22693507859714,-23.78815285583556,0,0.262139657753741,-0.3318050581360696,0.7849557879405521
0.19,25.43635131319005,-32.36614295510887,-5.943938991427234,21.3215005051966,-23.89183395052973,0,0.2643918629340459,-0.3299925254893524,0.7845610904367578
0.192,25.6549002040439,-32.59062659179136,-5.959253304060486,21.41430812908749,-23.99370093618346,0,0.2666189384387361,-0.3281840267541768,0.7841662066382383
0.194,25.87161329429461,-32.81276009419081,-5.974070960524713,21.50538330299331,-24.0937821505908,0,0.2688211687539018,-0.3263797568080031,0.7837712013594826
0.196,26.08650474511631,-33.03257282304563,-5.988404039811358,21.59475107046458,-24.19210549966064,0,0.2709988370424185,-0.3245799028707084,0.7833761375523413
0.198,26.29958878363912,-33.25009365792121,-6.002264325637297,21.68243616784165,-24.28869846345234,0,0.2731522250033514,-0.3227846447417605,0.7829810763436204
0.2,26.51087968951214,-33.46535100721963,-6.01566331369484,21.7684630265088,-24.38358810200015,0,0.2752816127434545,-0.3209941550308168,0.7825860770721749
0.202,26.72039178236405,-33.67837281803438,-6.02861221870706,21.8528557750454,-24.47680106160247,0,0.2773872786580351,-0.3192085993814873,0.7821911973262903
0.204,26.92813941012923,-33.88918658582718,-6.041121981328819,21.93563824155733,-24.56836358075088,0,0.2794694993232679,-0.3174281366888809,0.7817964929804531
0.206,27.13413693811236,-34.0978193639962,-6.053203274990619,22.01683395588967,-24.65830149601109,0,0.2815285493982319,-0.3156529193106111,0.7814020182322491
0.208,27.33839873885032,-34.30429777320813,-6.064866512497469,22.09646615206207,-24.74664024799295,0,0.2835647015351658,-0.3138830932718809,0.7810078256386424
