"time","ee_y","joint_angle_2","joint_angle_3","joint_angle_6","joint_angle_5","joint_angle_4","ee_z","ee_x","joint_angle_1"
0.424,-0.2850784332396483,3.240025477979151,14.794476159205,0,51.60420321086408,-51.88708313598833,0.6048865408144232,0.274594785269996,-0.8506061847966256
0.426,-0.2845323946335643,3.215001638717397,14.82878208639016,0,51.69137469621457,-51.97360656604764,0.6042057021185078,0.2748912488240883,-0.8393633953540502
0.428,-0.2839897801002862,3.189999469086507,14.86284630171164,0,51.77789889487792,-52.05945896469949,0.603529080981144,0.2751842231334322,-0.8281171865159118
0.43,-0.2834505730073209,3.165020828305025,14.89667040117406,0,51.86378131049872,-52.14464617833651,0.6028566578620954,0.2754737490864069,-0.8168687128999851
0.432,-0.2829147566923073,3.140067536809136,14.93025596949951,0,51.9490273915127,-52.22917399307777,0.6021884131557578,0.2757598671068029,-0.8056191050459457
0.434,-0.2823823144661585,3.115141376849774,14.96360458023647,0,52.03364253183678,-52.31304813550432,0.6015243271958597,0.2760426171585616,-0.7943694698063014
0.436,-0.281853229616214,3.090244093075264,14.99671779586047,0,52.11763207153036,-52.39627427339971,0.6008643802599832,0.2763220387504815,-0.7831208907280688
0.438,-0.2813274854092924,3.065377393111698,15.02959716788217,0,52.20100129744343,-52.47885801647165,0.6002085525740356,0.2765981709408725,-0.7718744284331842
0.44,-0.2808050650946807,3.04054294813182,15.06224423694646,0,52.28375544385551,-52.56080491706307,0.5995568243165863,0.2768710523421926,-0.7606311209899969
0.442,-0.2802859519070114,3.015742393419348,15.0946605329326,0,52.36589969311095,-52.64212047085059,0.5989091756231035,0.2771407211256429,-0.7493919842807518
0.444,-0.2797701290691162,2.990977328922281,15.12684757505573,0,52.44743917622822,-52.72281011754402,0.5982655865900494,0.2774072150257317,-0.738158012363428
0.446,-0.279257579794721,2.966249319799154,15.15880687196138,0,52.52837897352848,-52.8028792415652,0.5976260372788544,0.2776705713448144,-0.7269301778296767
0.448,-0.2787482872911483,2.941559896959783,15.19053992182041,0,52.60872411522799,-52.88233317271858,0.5969905077198471,0.2779308269575866,-0.7157094321544378
0.45,-0.2782422347618504,2.916910557596541,15.22204821242333,0,52.68847958205011,-52.9611771868555,0.5963589779159931,0.2781880183155581,-0.7044967060443278
0.452,-0.2777394054089705,2.892302765708923,15.25333322127652,0,52.7676503057987,-53.03941650652629,0.595731427846613,0.2784421814514791,-0.6932929097804598
0.454,-0.2772397824357676,2.867737952620367,15.28439641569106,0,52.84624116994494,-53.11705630162079,0.5951078374709589,0.2786933519837479,-0.6820989335548849
0.456,-0.2767433490490626,2.843217517489745,15.3152392528732,0,52.92425701017881,-53.19410169000898,0.5944881867317227,0.2789415651207584,-0.6709156477998993
0.458,-0.2762500884614475,2.818742827813173,15.34586318001305,0,53.00170261500043,-53.27055773816495,0.5938724555583629,0.2791868556652503,-0.6597439035180871
0.46,-0.275759983893578,2.794315219919997,15.37626963437143,0,53.07858272626231,-53.3464294617791,0.5932606238704482,0.2794292580186067,-0.6485845326031574
0.462,-0.2752730185763501,2.76993599946281,15.40646004336452,0,53.15490203971943,-53.42172182636878,0.5926526715808463,0.279668806185111,-0.6374383481570861
0.464,-0.274789175753049,2.745606441899342,15.4364358246527,0,53.23066520555767,-53.49643974787839,0.5920485785988605,0.2799055337761769,-0.6263061448038912
0.466,-0.2743084386813748,2.721327792967968,15.46619838621969,0,53.30587682893862,-53.57058809327068,0.5914483248332255,0.2801394740145462,-0.6151886989968238
0.468,-0.2738307906354348,2.697101269156882,15.49574912645776,0,53.38054147052367,-53.64417168110087,0.5908518901950908,0.2803706597384602,-0.6040867693238881
